"source","table","region","port_complex_group","port_complex","year","category","comm_name_orig","comm_name","sci_name","landings_n"
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2016,"Flatfish","Halibut, California","California halibut","Paralichthys californicus",3
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2016,"Flatfish","Flatfishes, unspecified","Flatfish","Pleuronectiformes spp.",127
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2016,"Flatfish","Sanddab","Sanddab","Citharichthys spp.",34
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2016,"Highly migratory species","Tuna, albacore","Albacore tuna","Thunnus alalunga",0
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2016,"Highly migratory species","Other highly migratory spp","Other highly migratory species","Osteichthyes spp.",1
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2016,"Highly migratory species","Yellowtail","Yellowtail (amberjack)","Seriola lalandi",0
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2016,"Other species","Bass, barred sand","Barred sand bass","Paralabrax nebulifer",0
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2016,"Other species","Sheephead, California","California sheephead","Semicossyphus pulcher",17
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2016,"Other species","Fishes, unspecified","Fish","Osteichthyes spp.",264
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2016,"Other species","Invertebrates, unspecified","Invertebrate","Invertebrate spp.",1602
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2016,"Other species","Bass, kelp (calico)","Kelp bass","Paralabrax clathratus",0
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2016,"Other species","Whitefish, ocean","Ocean whitefish","Caulolatilus princeps",24
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2016,"Other species","Shark, unspecified","Shark","Selachimorpha spp.",1
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2016,"Other species","Bass, striped","Striped bass","Morone saxatilis",0
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2016,"Other species","Croaker, white","White croaker (kingfish)","Genyonemus lineatus",2
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2016,"Other species","Seabass, white","White seabass","Atractoscion nobilis",0
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2016,"Rockfish","Rockfish, blue","Blue rockfish","Sebastes mystinus",71484
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2016,"Rockfish","Scorpionfish, California","California scorpionfish","Scorpaena guttata",0
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2016,"Rockfish","Rockfish, canary","Canary rockfish","Sebastes pinniger",0
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2016,"Rockfish","Rockfish, copper","Copper rockfish","Sebastes caurinus",15824
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2016,"Rockfish","Rockfish, gopher","Gopher rockfish","Sebastes carnatus",29046
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2016,"Rockfish","Rockfishes, unspecified","Rockfish","Sebastes spp.",103470
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2016,"Roundfish","Cabezon","Cabezon","Scorpaenichthys marmoratus",756
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2016,"Roundfish","Lingcod","Lingcod","Ophiodon elongatus",17770
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2016,"Salmon","Salmon, king (Chinook)","Chinook salmon","Oncorhynchus tshawytscha",0
"CDFW 2017","AnnualPortSideLogReport.pdf","Southern","Santa Barbara","Port Hueneme-Oxnard-Ventura-Santa Barbara",2016,"Coastal pelagic species","Barracuda, California","California barracuda","Sphyraena argentea",2258
"CDFW 2017","AnnualPortSideLogReport.pdf","Southern","Santa Barbara","Port Hueneme-Oxnard-Ventura-Santa Barbara",2016,"Coastal pelagic species","Bonito, Pacific","Pacific bonito","Sarda chiliensis",6804
"CDFW 2017","AnnualPortSideLogReport.pdf","Southern","Santa Barbara","Port Hueneme-Oxnard-Ventura-Santa Barbara",2016,"Coastal pelagic species","Mackerel, jack","Pacific jack mackerel","Trachurus symmetricus",26
"CDFW 2017","AnnualPortSideLogReport.pdf","Southern","Santa Barbara","Port Hueneme-Oxnard-Ventura-Santa Barbara",2016,"Coastal pelagic species","Mackerel, Pacific","Pacific mackerel","Scomber japonicus",433
"CDFW 2017","AnnualPortSideLogReport.pdf","Southern","Santa Barbara","Port Hueneme-Oxnard-Ventura-Santa Barbara",2016,"Flatfish","Halibut, California","California halibut","Paralichthys californicus",223
"CDFW 2017","AnnualPortSideLogReport.pdf","Southern","Santa Barbara","Port Hueneme-Oxnard-Ventura-Santa Barbara",2016,"Flatfish","Flatfishes, unspecified","Flatfish","Pleuronectiformes spp.",176
"CDFW 2017","AnnualPortSideLogReport.pdf","Southern","Santa Barbara","Port Hueneme-Oxnard-Ventura-Santa Barbara",2016,"Flatfish","Sanddab","Sanddab","Citharichthys spp.",11290
"CDFW 2017","AnnualPortSideLogReport.pdf","Southern","Santa Barbara","Port Hueneme-Oxnard-Ventura-Santa Barbara",2016,"Highly migratory species","Tuna, albacore","Albacore tuna","Thunnus alalunga",0
"CDFW 2017","AnnualPortSideLogReport.pdf","Southern","Santa Barbara","Port Hueneme-Oxnard-Ventura-Santa Barbara",2016,"Highly migratory species","Other highly migratory spp","Other highly migratory species","Osteichthyes spp.",101
"CDFW 2017","AnnualPortSideLogReport.pdf","Southern","Santa Barbara","Port Hueneme-Oxnard-Ventura-Santa Barbara",2016,"Highly migratory species","Yellowtail","Yellowtail (amberjack)","Seriola lalandi",11005
"CDFW 2017","AnnualPortSideLogReport.pdf","Southern","Santa Barbara","Port Hueneme-Oxnard-Ventura-Santa Barbara",2016,"Other species","Bass, barred sand","Barred sand bass","Paralabrax nebulifer",131
"CDFW 2017","AnnualPortSideLogReport.pdf","Southern","Santa Barbara","Port Hueneme-Oxnard-Ventura-Santa Barbara",2016,"Other species","Sheephead, California","California sheephead","Semicossyphus pulcher",5683
"CDFW 2017","AnnualPortSideLogReport.pdf","Southern","Santa Barbara","Port Hueneme-Oxnard-Ventura-Santa Barbara",2016,"Other species","Fishes, unspecified","Fish","Osteichthyes spp.",2915
"CDFW 2017","AnnualPortSideLogReport.pdf","Southern","Santa Barbara","Port Hueneme-Oxnard-Ventura-Santa Barbara",2016,"Other species","Invertebrates, unspecified","Invertebrate","Invertebrate spp.",9639
"CDFW 2017","AnnualPortSideLogReport.pdf","Southern","Santa Barbara","Port Hueneme-Oxnard-Ventura-Santa Barbara",2016,"Other species","Bass, kelp (calico)","Kelp bass","Paralabrax clathratus",8872
"CDFW 2017","AnnualPortSideLogReport.pdf","Southern","Santa Barbara","Port Hueneme-Oxnard-Ventura-Santa Barbara",2016,"Other species","Whitefish, ocean","Ocean whitefish","Caulolatilus princeps",44608
"CDFW 2017","AnnualPortSideLogReport.pdf","Southern","Santa Barbara","Port Hueneme-Oxnard-Ventura-Santa Barbara",2016,"Other species","Shark, unspecified","Shark","Selachimorpha spp.",27
"CDFW 2017","AnnualPortSideLogReport.pdf","Southern","Santa Barbara","Port Hueneme-Oxnard-Ventura-Santa Barbara",2016,"Other species","Bass, striped","Striped bass","Morone saxatilis",0
"CDFW 2017","AnnualPortSideLogReport.pdf","Southern","Santa Barbara","Port Hueneme-Oxnard-Ventura-Santa Barbara",2016,"Other species","Croaker, white","White croaker (kingfish)","Genyonemus lineatus",0
"CDFW 2017","AnnualPortSideLogReport.pdf","Southern","Santa Barbara","Port Hueneme-Oxnard-Ventura-Santa Barbara",2016,"Other species","Seabass, white","White seabass","Atractoscion nobilis",1006
"CDFW 2017","AnnualPortSideLogReport.pdf","Southern","Santa Barbara","Port Hueneme-Oxnard-Ventura-Santa Barbara",2016,"Rockfish","Rockfish, blue","Blue rockfish","Sebastes mystinus",15126
"CDFW 2017","AnnualPortSideLogReport.pdf","Southern","Santa Barbara","Port Hueneme-Oxnard-Ventura-Santa Barbara",2016,"Rockfish","Scorpionfish, California","California scorpionfish","Scorpaena guttata",641
"CDFW 2017","AnnualPortSideLogReport.pdf","Southern","Santa Barbara","Port Hueneme-Oxnard-Ventura-Santa Barbara",2016,"Rockfish","Rockfish, canary","Canary rockfish","Sebastes pinniger",72
"CDFW 2017","AnnualPortSideLogReport.pdf","Southern","Santa Barbara","Port Hueneme-Oxnard-Ventura-Santa Barbara",2016,"Rockfish","Rockfish, copper","Copper rockfish","Sebastes caurinus",56868
"CDFW 2017","AnnualPortSideLogReport.pdf","Southern","Santa Barbara","Port Hueneme-Oxnard-Ventura-Santa Barbara",2016,"Rockfish","Rockfish, gopher","Gopher rockfish","Sebastes carnatus",2405
"CDFW 2017","AnnualPortSideLogReport.pdf","Southern","Santa Barbara","Port Hueneme-Oxnard-Ventura-Santa Barbara",2016,"Rockfish","Rockfishes, unspecified","Rockfish","Sebastes spp.",238789
"CDFW 2017","AnnualPortSideLogReport.pdf","Southern","Santa Barbara","Port Hueneme-Oxnard-Ventura-Santa Barbara",2016,"Roundfish","Cabezon","Cabezon","Scorpaenichthys marmoratus",366
"CDFW 2017","AnnualPortSideLogReport.pdf","Southern","Santa Barbara","Port Hueneme-Oxnard-Ventura-Santa Barbara",2016,"Roundfish","Lingcod","Lingcod","Ophiodon elongatus",33433
"CDFW 2017","AnnualPortSideLogReport.pdf","Southern","Santa Barbara","Port Hueneme-Oxnard-Ventura-Santa Barbara",2016,"Salmon","Salmon, king (Chinook)","Chinook salmon","Oncorhynchus tshawytscha",1
"CDFW 2017","AnnualPortSideLogReport.pdf","Southern","Los Angeles","Newport Beach",2016,"Coastal pelagic species","Barracuda, California","California barracuda","Sphyraena argentea",1704
"CDFW 2017","AnnualPortSideLogReport.pdf","Southern","Los Angeles","Newport Beach",2016,"Coastal pelagic species","Bonito, Pacific","Pacific bonito","Sarda chiliensis",17527
"CDFW 2017","AnnualPortSideLogReport.pdf","Southern","Los Angeles","Newport Beach",2016,"Coastal pelagic species","Mackerel, jack","Pacific jack mackerel","Trachurus symmetricus",73
"CDFW 2017","AnnualPortSideLogReport.pdf","Southern","Los Angeles","Newport Beach",2016,"Coastal pelagic species","Mackerel, Pacific","Pacific mackerel","Scomber japonicus",331
"CDFW 2017","AnnualPortSideLogReport.pdf","Southern","Los Angeles","Newport Beach",2016,"Flatfish","Halibut, California","California halibut","Paralichthys californicus",32
"CDFW 2017","AnnualPortSideLogReport.pdf","Southern","Los Angeles","Newport Beach",2016,"Flatfish","Flatfishes, unspecified","Flatfish","Pleuronectiformes spp.",128
"CDFW 2017","AnnualPortSideLogReport.pdf","Southern","Los Angeles","Newport Beach",2016,"Flatfish","Sanddab","Sanddab","Citharichthys spp.",2542
"CDFW 2017","AnnualPortSideLogReport.pdf","Southern","Los Angeles","Newport Beach",2016,"Highly migratory species","Tuna, albacore","Albacore tuna","Thunnus alalunga",0
"CDFW 2017","AnnualPortSideLogReport.pdf","Southern","Los Angeles","Newport Beach",2016,"Highly migratory species","Other highly migratory spp","Other highly migratory species","Osteichthyes spp.",1572
"CDFW 2017","AnnualPortSideLogReport.pdf","Southern","Los Angeles","Newport Beach",2016,"Highly migratory species","Yellowtail","Yellowtail (amberjack)","Seriola lalandi",11417
"CDFW 2017","AnnualPortSideLogReport.pdf","Southern","Los Angeles","Newport Beach",2016,"Other species","Bass, barred sand","Barred sand bass","Paralabrax nebulifer",1896
"CDFW 2017","AnnualPortSideLogReport.pdf","Southern","Los Angeles","Newport Beach",2016,"Other species","Sheephead, California","California sheephead","Semicossyphus pulcher",2232
"CDFW 2017","AnnualPortSideLogReport.pdf","Southern","Los Angeles","Newport Beach",2016,"Other species","Fishes, unspecified","Fish","Osteichthyes spp.",10050
"CDFW 2017","AnnualPortSideLogReport.pdf","Southern","Los Angeles","Newport Beach",2016,"Other species","Invertebrates, unspecified","Invertebrate","Invertebrate spp.",272
"CDFW 2017","AnnualPortSideLogReport.pdf","Southern","Los Angeles","Newport Beach",2016,"Other species","Bass, kelp (calico)","Kelp bass","Paralabrax clathratus",15947
"CDFW 2017","AnnualPortSideLogReport.pdf","Southern","Los Angeles","Newport Beach",2016,"Other species","Whitefish, ocean","Ocean whitefish","Caulolatilus princeps",13852
"CDFW 2017","AnnualPortSideLogReport.pdf","Southern","Los Angeles","Newport Beach",2016,"Other species","Shark, unspecified","Shark","Selachimorpha spp.",11
"CDFW 2017","AnnualPortSideLogReport.pdf","Southern","Los Angeles","Newport Beach",2016,"Other species","Bass, striped","Striped bass","Morone saxatilis",0
"CDFW 2017","AnnualPortSideLogReport.pdf","Southern","Los Angeles","Newport Beach",2016,"Other species","Croaker, white","White croaker (kingfish)","Genyonemus lineatus",6
"CDFW 2017","AnnualPortSideLogReport.pdf","Southern","Los Angeles","Newport Beach",2016,"Other species","Seabass, white","White seabass","Atractoscion nobilis",73
"CDFW 2017","AnnualPortSideLogReport.pdf","Southern","Los Angeles","Newport Beach",2016,"Rockfish","Rockfish, blue","Blue rockfish","Sebastes mystinus",365
"CDFW 2017","AnnualPortSideLogReport.pdf","Southern","Los Angeles","Newport Beach",2016,"Rockfish","Scorpionfish, California","California scorpionfish","Scorpaena guttata",15087
"CDFW 2017","AnnualPortSideLogReport.pdf","Southern","Los Angeles","Newport Beach",2016,"Rockfish","Rockfish, canary","Canary rockfish","Sebastes pinniger",0
"CDFW 2017","AnnualPortSideLogReport.pdf","Southern","Los Angeles","Newport Beach",2016,"Rockfish","Rockfish, copper","Copper rockfish","Sebastes caurinus",2042
"CDFW 2017","AnnualPortSideLogReport.pdf","Southern","Los Angeles","Newport Beach",2016,"Rockfish","Rockfish, gopher","Gopher rockfish","Sebastes carnatus",30
"CDFW 2017","AnnualPortSideLogReport.pdf","Southern","Los Angeles","Newport Beach",2016,"Rockfish","Rockfishes, unspecified","Rockfish","Sebastes spp.",49474
"CDFW 2017","AnnualPortSideLogReport.pdf","Southern","Los Angeles","Newport Beach",2016,"Roundfish","Cabezon","Cabezon","Scorpaenichthys marmoratus",14
"CDFW 2017","AnnualPortSideLogReport.pdf","Southern","Los Angeles","Newport Beach",2016,"Roundfish","Lingcod","Lingcod","Ophiodon elongatus",173
"CDFW 2017","AnnualPortSideLogReport.pdf","Southern","Los Angeles","Newport Beach",2016,"Salmon","Salmon, king (Chinook)","Chinook salmon","Oncorhynchus tshawytscha",0
"CDFW 2017","AnnualPortSideLogReport.pdf","Southern","Los Angeles","Oceanside-Dana Harbor",2016,"Coastal pelagic species","Barracuda, California","California barracuda","Sphyraena argentea",310
"CDFW 2017","AnnualPortSideLogReport.pdf","Southern","Los Angeles","Oceanside-Dana Harbor",2016,"Coastal pelagic species","Bonito, Pacific","Pacific bonito","Sarda chiliensis",5133
"CDFW 2017","AnnualPortSideLogReport.pdf","Southern","Los Angeles","Oceanside-Dana Harbor",2016,"Coastal pelagic species","Mackerel, jack","Pacific jack mackerel","Trachurus symmetricus",30
"CDFW 2017","AnnualPortSideLogReport.pdf","Southern","Los Angeles","Oceanside-Dana Harbor",2016,"Coastal pelagic species","Mackerel, Pacific","Pacific mackerel","Scomber japonicus",2382
"CDFW 2017","AnnualPortSideLogReport.pdf","Southern","Los Angeles","Oceanside-Dana Harbor",2016,"Flatfish","Halibut, California","California halibut","Paralichthys californicus",55
"CDFW 2017","AnnualPortSideLogReport.pdf","Southern","Los Angeles","Oceanside-Dana Harbor",2016,"Flatfish","Flatfishes, unspecified","Flatfish","Pleuronectiformes spp.",365
"CDFW 2017","AnnualPortSideLogReport.pdf","Southern","Los Angeles","Oceanside-Dana Harbor",2016,"Flatfish","Sanddab","Sanddab","Citharichthys spp.",8428
"CDFW 2017","AnnualPortSideLogReport.pdf","Southern","Los Angeles","Oceanside-Dana Harbor",2016,"Highly migratory species","Tuna, albacore","Albacore tuna","Thunnus alalunga",0
"CDFW 2017","AnnualPortSideLogReport.pdf","Southern","Los Angeles","Oceanside-Dana Harbor",2016,"Highly migratory species","Other highly migratory spp","Other highly migratory species","Osteichthyes spp.",2659
"CDFW 2017","AnnualPortSideLogReport.pdf","Southern","Los Angeles","Oceanside-Dana Harbor",2016,"Highly migratory species","Yellowtail","Yellowtail (amberjack)","Seriola lalandi",3612
"CDFW 2017","AnnualPortSideLogReport.pdf","Southern","Los Angeles","Oceanside-Dana Harbor",2016,"Other species","Bass, barred sand","Barred sand bass","Paralabrax nebulifer",2582
"CDFW 2017","AnnualPortSideLogReport.pdf","Southern","Los Angeles","Oceanside-Dana Harbor",2016,"Other species","Sheephead, California","California sheephead","Semicossyphus pulcher",2488
"CDFW 2017","AnnualPortSideLogReport.pdf","Southern","Los Angeles","Oceanside-Dana Harbor",2016,"Other species","Fishes, unspecified","Fish","Osteichthyes spp.",2977
"CDFW 2017","AnnualPortSideLogReport.pdf","Southern","Los Angeles","Oceanside-Dana Harbor",2016,"Other species","Invertebrates, unspecified","Invertebrate","Invertebrate spp.",227
"CDFW 2017","AnnualPortSideLogReport.pdf","Southern","Los Angeles","Oceanside-Dana Harbor",2016,"Other species","Bass, kelp (calico)","Kelp bass","Paralabrax clathratus",23839
"CDFW 2017","AnnualPortSideLogReport.pdf","Southern","Los Angeles","Oceanside-Dana Harbor",2016,"Other species","Whitefish, ocean","Ocean whitefish","Caulolatilus princeps",3321
"CDFW 2017","AnnualPortSideLogReport.pdf","Southern","Los Angeles","Oceanside-Dana Harbor",2016,"Other species","Shark, unspecified","Shark","Selachimorpha spp.",33
"CDFW 2017","AnnualPortSideLogReport.pdf","Southern","Los Angeles","Oceanside-Dana Harbor",2016,"Other species","Bass, striped","Striped bass","Morone saxatilis",0
"CDFW 2017","AnnualPortSideLogReport.pdf","Southern","Los Angeles","Oceanside-Dana Harbor",2016,"Other species","Croaker, white","White croaker (kingfish)","Genyonemus lineatus",6
